cicp_initiative,geo_area,statefips,countyfips,metrofips,year,jobs,STEM
TechPoint,Columbus MSA,00,000,18020,2021,266.4127234389972,Non-STEM
BioCrossroads,Bloomington MSA,00,000,14020,2021,1959.2501355974487,STEM
AgriNovus,Muncie MSA,00,000,34620,2020,9.991277776280599,STEM
Finance,Chicago-Naperville-Elgin MSA,00,000,16980,2028,211672.66817579657,Non-STEM
TechPoint,Evansville MSA,00,000,21780,2022,1319.8734975512768,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2026,7182525.053462496,STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2020,72466.27959810192,Non-STEM
Health,Muncie MSA,00,000,34620,2026,50.71283079832581,STEM
Finance,Indiana,18,000,00000,2022,103875.85984866043,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2025,0.528343171483,STEM
Health,United States,0,000,00000,2022,15233138.55827044,Non-STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2024,24439.54170415399,Non-STEM
TechPoint,Indiana,18,000,00000,2025,41562.047172768085,Non-STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2027,182170.646428419,Non-STEM
Conexus,Kokomo MSA,00,000,29020,2024,10331.788169668345,Non-STEM
BioCrossroads,Fort Wayne MSA,00,000,23060,2025,1966.3887461976976,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,144.6387915341237,STEM
Health,Elkhart-Goshen MSA,00,000,21140,2021,8593.90422686911,Non-STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2020,3423.295044178396,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2021,289.3207166113549,Non-STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2019,861029.625857285,Non-STEM
Conexus,Columbus MSA,00,000,18020,2019,3990.1019605501215,STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2026,781.545089066312,STEM
TechPoint,Evansville MSA,00,000,21780,2019,1187.8491589096498,Non-STEM
Health,South Bend-Mishawaka MSA,00,000,43780,2025,18664.80049595876,Non-STEM
Conexus,United States,0,000,00000,2025,25201521.5070236,Non-STEM
Health,Evansville MSA,00,000,21780,2022,157.68355893411663,STEM
Conexus,Lafayette-West Lafayette MSA,00,000,29200,2024,2216.791320106692,STEM
Finance,Indiana,18,000,00000,2022,7938.867418097358,STEM
Health,South Bend-Mishawaka MSA,00,000,43780,2024,18206.664197103404,Non-STEM
TechPoint,Michigan City-La Porte MSA,00,000,33140,2019,182.4047490471182,STEM
Advanced and Traded Industries,United States,0,000,00000,2023,36914123.63008448,Non-STEM
Advanced and Traded Industries,United States,0,000,00000,2025,37504944.85450118,Non-STEM
Advanced and Traded Industries,Kokomo MSA,00,000,29020,2023,813.8965022004425,STEM
Conexus,Elkhart-Goshen MSA,00,000,21140,2026,2900.9165522857033,STEM
TechPoint,Cincinnati MSA,00,000,17140,2025,14878.231716650931,Non-STEM
Health,Fort Wayne MSA,00,000,23060,2020,30582.736125305957,Non-STEM
Advanced and Traded Industries,Chicago-Naperville-Elgin MSA,00,000,16980,2025,174652.27930532538,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2023,124.10930678751106,STEM
TechPoint,Kokomo MSA,00,000,29020,2023,102.38786491047134,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2021,25.07721536772207,STEM
TechPoint,Indiana,18,000,00000,2027,33866.32788140525,STEM
BioCrossroads,Muncie MSA,00,000,34620,2022,74.72673895437735,STEM
Conexus,Cincinnati MSA,00,000,17140,2023,20871.278733114857,STEM
Conexus,Elkhart-Goshen MSA,00,000,21140,2024,2908.0528599078575,STEM
Conexus,Evansville MSA,00,000,21780,2019,1737.738724603716,STEM
Conexus,Columbus MSA,00,000,18020,2024,18211.666820307866,Non-STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2026,20279.418597589683,Non-STEM
BioCrossroads,Evansville MSA,00,000,21780,2022,1339.6368305723058,Non-STEM
Health,South Bend-Mishawaka MSA,00,000,43780,2022,16507.007432733266,Non-STEM
Health,Cincinnati MSA,00,000,17140,2019,1839.3553131838503,STEM
BioCrossroads,Fort Wayne MSA,00,000,23060,2019,1504.133787825783,Non-STEM
TechPoint,Cincinnati MSA,00,000,17140,2024,12036.868897903603,STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2021,234.492094348772,STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2021,19787.489047632913,STEM
AgriNovus,United States,0,000,00000,2024,26074.55726253241,STEM
AgriNovus,Evansville MSA,00,000,21780,2023,576.7247796464812,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2022,23.708131346540004,STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2024,621.5984446513306,STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2027,4805.6463330360175,STEM
BioX,United States,0,000,00000,2020,1649312.5692959966,Non-STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2022,41.46698714603014,STEM
Finance,Elkhart-Goshen MSA,00,000,21140,2026,1749.4417898432384,Non-STEM
Finance,Cincinnati MSA,00,000,17140,2023,47497.06995841103,Non-STEM
Advanced and Traded Industries,Chicago-Naperville-Elgin MSA,00,000,16980,2022,171328.7314574488,STEM
AgriNovus,Indiana,18,000,00000,2024,13453.619637456688,Non-STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2025,140.46317941350554,STEM
Health,Bloomington MSA,00,000,14020,2020,7765.980386017236,Non-STEM
Conexus,Muncie MSA,00,000,34620,2020,351.12932784655936,STEM
TechPoint,Cincinnati MSA,00,000,17140,2019,12741.364710233258,STEM
Finance,Columbus MSA,00,000,18020,2022,1010.3229816062699,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2025,1.10791065574,STEM
BioCrossroads,Evansville MSA,00,000,21780,2025,1350.602486215851,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2025,129.02249258998606,STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2024,755.3824223369804,STEM
BioCrossroads,Muncie MSA,00,000,34620,2021,74.73484785925172,STEM
Finance,Elkhart-Goshen MSA,00,000,21140,2021,1689.1447891671169,Non-STEM
Conexus,Cincinnati MSA,00,000,17140,2026,22062.21512451951,STEM
BioCrossroads,Muncie MSA,00,000,34620,2028,92.62835804722225,STEM
BioX,United States,0,000,00000,2028,1045592.4138365885,STEM
Finance,Bloomington MSA,00,000,14020,2019,1588.7962148845659,Non-STEM
Conexus,Evansville MSA,00,000,21780,2027,28847.21871357195,Non-STEM
Conexus,Kokomo MSA,00,000,29020,2022,10268.92782210449,Non-STEM
TechPoint,Columbus MSA,00,000,18020,2025,279.61079450318863,Non-STEM
BioCrossroads,Indiana,18,000,00000,2019,51504.196925844604,Non-STEM
Health,Michigan City-La Porte MSA,00,000,33140,2023,4446.048100205238,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2023,22.17142283977061,STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2023,53.172068668408265,STEM
Finance,Kokomo MSA,00,000,29020,2022,853.1627332153798,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2020,25.783969776668002,Non-STEM
TechPoint,Terre Haute MSA,00,000,45460,2020,193.4872542401595,STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2028,69694.97664729772,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2027,0.920669673049694,STEM
Health,Bloomington MSA,00,000,14020,2023,92.42420145554965,STEM
Finance,Cincinnati MSA,00,000,17140,2019,51664.42684282662,Non-STEM
Finance,Cincinnati MSA,00,000,17140,2027,5310.278812847239,STEM
Health,Evansville MSA,00,000,21780,2026,151.2370852437449,STEM
TechPoint,Terre Haute MSA,00,000,45460,2023,180.369814936384,STEM
BioCrossroads,Lafayette-West Lafayette MSA,00,000,29200,2026,2019.6315126009126,Non-STEM
Finance,United States,0,000,00000,2025,652180.9767686679,STEM
Finance,South Bend-Mishawaka MSA,00,000,43780,2025,3966.4733795068782,Non-STEM
BioCrossroads,Elkhart-Goshen MSA,00,000,21140,2027,380.2609786079733,Non-STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2028,67.65986811801199,Non-STEM
Advanced and Traded Industries,Louisville/Jefferson County MSA,00,000,31140,2026,235617.45374360378,Non-STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2021,276.90713163980456,Non-STEM
BioCrossroads,Louisville/Jefferson County MSA,00,000,31140,2019,5148.278410667278,Non-STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2026,180817.9564907797,Non-STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2024,67.61739604911259,STEM
AgriNovus,Muncie MSA,00,000,34620,2019,91.82082714878136,Non-STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2022,15707.526491033414,Non-STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2020,12920.87285324014,Non-STEM
Conexus,Fort Wayne MSA,00,000,23060,2019,4669.289776435283,STEM
Conexus,Fort Wayne MSA,00,000,23060,2025,4257.282793406756,STEM
Conexus,Evansville MSA,00,000,21780,2028,28905.722102954274,Non-STEM
Health,Indiana,18,000,00000,2021,333559.8456747973,Non-STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2022,10.9915073179923,STEM
Finance,Fort Wayne MSA,00,000,23060,2020,9054.015648620656,Non-STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2027,20219.33314082235,Non-STEM
BioCrossroads,Lafayette-West Lafayette MSA,00,000,29200,2023,1923.0226276967771,Non-STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2019,9.5591306003769,STEM
Finance,Kokomo MSA,00,000,29020,2019,873.0077809957585,Non-STEM
BioCrossroads,Louisville/Jefferson County MSA,00,000,31140,2027,1668.4406033709267,STEM
AgriNovus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2024,137.39296075715936,STEM
TechPoint,Terre Haute MSA,00,000,45460,2024,469.526213054714,Non-STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2019,38.47945336610406,STEM
Finance,Bloomington MSA,00,000,14020,2022,1559.5174385199357,Non-STEM
AgriNovus,Cincinnati MSA,00,000,17140,2020,69.93897281974635,STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2021,1700.9055441807382,STEM
TechPoint,South Bend-Mishawaka MSA,00,000,43780,2019,1457.0914253454732,Non-STEM
TechPoint,Louisville/Jefferson County MSA,00,000,31140,2024,10858.662001526798,Non-STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2021,326.4190021477357,STEM
AgriNovus,South Bend-Mishawaka MSA,00,000,43780,2026,118.47938638638772,Non-STEM
TechPoint,Elkhart-Goshen MSA,00,000,21140,2019,741.4893695087396,Non-STEM
Finance,Evansville MSA,00,000,21780,2021,3425.8459577176222,Non-STEM
Finance,Cincinnati MSA,00,000,17140,2021,50600.856896480596,Non-STEM
AgriNovus,Terre Haute MSA,00,000,45460,2028,3.119763337991,STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2026,332197.0445522452,Non-STEM
Health,Louisville/Jefferson County MSA,00,000,31140,2023,77393.311411126,Non-STEM
TechPoint,Chicago-Naperville-Elgin MSA,00,000,16980,2019,65717.93692484283,STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2024,811.6481778316394,Non-STEM
AgriNovus,Terre Haute MSA,00,000,45460,2021,374.16703489951806,Non-STEM
TechPoint,Columbus MSA,00,000,18020,2024,392.222598710712,STEM
Health,Columbus MSA,00,000,18020,2020,3.725710734156375,STEM
Conexus,Indiana,18,000,00000,2028,836510.062042259,Non-STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2028,10281.601938413094,STEM
BioCrossroads,Lafayette-West Lafayette MSA,00,000,29200,2027,774.136947070906,STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2027,10169.865246997486,STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2025,900601.5952384728,Non-STEM
TechPoint,United States,0,000,00000,2021,3064731.4799924376,Non-STEM
TechPoint,Muncie MSA,00,000,34620,2022,559.1221233351462,STEM
BioCrossroads,Columbus MSA,00,000,18020,2019,425.38341242347093,STEM
TechPoint,Louisville/Jefferson County MSA,00,000,31140,2021,6689.726524592121,STEM
Health,Elkhart-Goshen MSA,00,000,21140,2025,96.1301431539232,STEM
Finance,Indiana,18,000,00000,2026,9519.96839612656,STEM
Finance,Terre Haute MSA,00,000,45460,2021,86.44122753438643,STEM
Finance,Kokomo MSA,00,000,29020,2020,920.1711781000123,Non-STEM
Health,Muncie MSA,00,000,34620,2028,49.798358648671105,STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2019,12636.981379286522,Non-STEM
Advanced and Traded Industries,Lafayette-West Lafayette MSA,00,000,29200,2022,27552.805582343055,Non-STEM
Conexus,Elkhart-Goshen MSA,00,000,21140,2021,2933.7395384348174,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2020,1197.235607181621,STEM
AgriNovus,United States,0,000,00000,2022,24508.137910466197,STEM
AgriNovus,Elkhart-Goshen MSA,00,000,21140,2019,306.39133047132407,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2026,142.60173496965598,Non-STEM
Health,Bloomington MSA,00,000,14020,2028,9154.048174543068,Non-STEM
TechPoint,Kokomo MSA,00,000,29020,2020,121.13289703787277,Non-STEM
AgriNovus,Evansville MSA,00,000,21780,2019,484.6463055212543,Non-STEM
Health,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2019,116000.05058472023,Non-STEM
Health,South Bend-Mishawaka MSA,00,000,43780,2021,16223.990024299577,Non-STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2027,8388.813267964997,STEM
Conexus,Evansville MSA,00,000,21780,2024,1710.1069437667193,STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2024,3195.8306798293934,STEM
Health,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,120693.11330321447,Non-STEM
Conexus,Indiana,18,000,00000,2026,828463.2352854126,Non-STEM
Conexus,Lafayette-West Lafayette MSA,00,000,29200,2027,26651.621344970874,Non-STEM
TechPoint,Fort Wayne MSA,00,000,23060,2028,3440.284680319671,Non-STEM
TechPoint,Cincinnati MSA,00,000,17140,2022,12931.399601924939,STEM
Health,United States,0,000,00000,2024,222343.5127069777,STEM
Advanced and Traded Industries,Indiana,18,000,00000,2022,997436.3329141948,Non-STEM
Advanced and Traded Industries,Kokomo MSA,00,000,29020,2027,10542.37799754231,Non-STEM
BioCrossroads,Elkhart-Goshen MSA,00,000,21140,2025,378.70333152336786,Non-STEM
BioX,United States,0,000,00000,2021,863763.4934917586,STEM
BioCrossroads,Evansville MSA,00,000,21780,2024,1352.13573627952,Non-STEM
Conexus,Terre Haute MSA,00,000,45460,2022,12884.385773005582,Non-STEM
Conexus,Elkhart-Goshen MSA,00,000,21140,2023,3005.8809809282634,STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2021,801.7430454431379,Non-STEM
Health,Evansville MSA,00,000,21780,2021,160.66923151083043,STEM
Advanced and Traded Industries,Chicago-Naperville-Elgin MSA,00,000,16980,2020,173639.470678612,STEM
Finance,United States,0,000,00000,2028,6331068.133050169,Non-STEM
TechPoint,Bloomington MSA,00,000,14020,2023,577.68655847836,Non-STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2019,516.5018517809712,Non-STEM
Finance,Michigan City-La Porte MSA,00,000,33140,2025,822.1041432312411,Non-STEM
Health,United States,0,000,00000,2023,199574.784772871,STEM
AgriNovus,Michigan City-La Porte MSA,00,000,33140,2026,66.02376073403471,Non-STEM
TechPoint,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2026,15888.883071783335,STEM
Finance,Elkhart-Goshen MSA,00,000,21140,2022,1702.5609818996966,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2019,59.23589534096834,Non-STEM
Finance,Evansville MSA,00,000,21780,2027,253.956484084882,STEM
Finance,Columbus MSA,00,000,18020,2027,1041.7614234142252,Non-STEM
AgriNovus,Indiana,18,000,00000,2028,13699.894144748228,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2027,79.32777267635767,STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2020,528.3174432258528,STEM
Finance,Lafayette-West Lafayette MSA,00,000,29200,2022,1913.216116157802,Non-STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2022,3425.450700001229,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2021,32970.71006447073,Non-STEM
BioCrossroads,Columbus MSA,00,000,18020,2025,395.7529700129489,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2021,10752.85739914547,Non-STEM
Advanced and Traded Industries,Louisville/Jefferson County MSA,00,000,31140,2027,236813.7831622358,Non-STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2023,3107.6463196513414,STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2023,48298.629336615515,Non-STEM
Health,Bloomington MSA,00,000,14020,2024,96.89117414717563,STEM
BioCrossroads,Lafayette-West Lafayette MSA,00,000,29200,2024,728.897670362707,STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2027,67264.52138169191,STEM
AgriNovus,United States,0,000,00000,2021,464298.46800095786,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2026,5987.663382320917,STEM
AgriNovus,Terre Haute MSA,00,000,45460,2025,353.76943619147204,Non-STEM
AgriNovus,Kokomo MSA,00,000,29020,2022,92.28207722162503,Non-STEM
TechPoint,Indiana,18,000,00000,2028,34686.513600788814,STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2026,1021.1949585258504,STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2024,52444.8151285378,STEM
Advanced and Traded Industries,South Bend-Mishawaka MSA,00,000,43780,2024,32265.79606641438,Non-STEM
Conexus,Louisville/Jefferson County MSA,00,000,31140,2028,183088.27549732733,Non-STEM
Conexus,Fort Wayne MSA,00,000,23060,2027,57878.311399467246,Non-STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2025,34.51859619753468,STEM
Conexus,Muncie MSA,00,000,34620,2024,354.4046120345914,STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2028,67526.01001964572,STEM
BioCrossroads,Indiana,18,000,00000,2020,14425.95187022903,STEM
Conexus,South Bend-Mishawaka MSA,00,000,43780,2027,1648.378038604007,STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2019,10477.473793555928,Non-STEM
TechPoint,Terre Haute MSA,00,000,45460,2028,500.53256940973125,Non-STEM
Finance,Bloomington MSA,00,000,14020,2019,113.74084062411772,STEM
AgriNovus,Muncie MSA,00,000,34620,2025,142.2530479861893,Non-STEM
Health,Kokomo MSA,00,000,29020,2028,14.78745459005679,STEM
TechPoint,Lafayette-West Lafayette MSA,00,000,29200,2024,677.6474215690112,Non-STEM
Health,Kokomo MSA,00,000,29020,2020,3847.881447749923,Non-STEM
BioCrossroads,Indiana,18,000,00000,2026,17430.371021310923,STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2026,11147.229317710067,Non-STEM
Health,Cincinnati MSA,00,000,17140,2019,122584.48657739976,Non-STEM
Advanced and Traded Industries,Bloomington MSA,00,000,14020,2026,3409.242135941468,STEM
AgriNovus,Fort Wayne MSA,00,000,23060,2020,602.6022350977676,Non-STEM
Conexus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2021,209774.4219734228,Non-STEM
BioCrossroads,Indiana,18,000,00000,2024,16451.7952639647,STEM
BioCrossroads,Evansville MSA,00,000,21780,2021,352.91405371800016,STEM
TechPoint,Indiana,18,000,00000,2022,30948.932177824434,STEM
BioCrossroads,Columbus MSA,00,000,18020,2024,358.44608340622153,STEM
Conexus,Bloomington MSA,00,000,14020,2027,12129.570646632188,Non-STEM
Health,Michigan City-La Porte MSA,00,000,33140,2022,38.42038613947898,STEM
Finance,Indiana,18,000,00000,2024,104050.00246243617,Non-STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2019,3512.6605793407543,STEM
Advanced and Traded Industries,Terre Haute MSA,00,000,45460,2028,15719.262111591905,Non-STEM
AgriNovus,Columbus MSA,00,000,18020,2023,0.898850499911,STEM
TechPoint,Columbus MSA,00,000,18020,2027,280.99267105315585,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2021,4778.896649697685,STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,24248.656846039725,Non-STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2026,275.9928240613583,STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2027,70430.65718649961,Non-STEM
Finance,Muncie MSA,00,000,34620,2021,96.18200585600492,STEM
Health,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2025,1910.2349139956216,STEM
Health,Bloomington MSA,00,000,14020,2022,87.2803995097532,STEM
Health,Muncie MSA,00,000,34620,2025,7663.55304478721,Non-STEM
BioX,United States,0,000,00000,2023,1843583.3849985679,Non-STEM
Finance,Columbus MSA,00,000,18020,2019,941.9053102722976,Non-STEM
Health,Michigan City-La Porte MSA,00,000,33140,2028,4462.709498036458,Non-STEM
Advanced and Traded Industries,Columbus MSA,00,000,18020,2022,20343.559369205588,Non-STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2023,307.7329002242311,Non-STEM
BioCrossroads,South Bend-Mishawaka MSA,00,000,43780,2026,388.8913137750341,STEM
TechPoint,United States,0,000,00000,2025,3281278.6835139976,Non-STEM
Health,Cincinnati MSA,00,000,17140,2021,1611.4289003987556,STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2021,3800.8898592622186,STEM
Health,United States,0,000,00000,2026,17126820.368678387,Non-STEM
Advanced and Traded Industries,Indiana,18,000,00000,2019,107655.98399022775,STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2023,1058.2734056647425,STEM
BioCrossroads,Bloomington MSA,00,000,14020,2021,7109.242222242582,Non-STEM
BioCrossroads,Kokomo MSA,00,000,29020,2019,104.27030215831621,STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2022,710.7034256533568,STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2020,3430.0995585855144,STEM
Advanced and Traded Industries,Fort Wayne MSA,00,000,23060,2026,7806.439214280073,STEM
Conexus,Lafayette-West Lafayette MSA,00,000,29200,2026,26378.614906703184,Non-STEM
TechPoint,Columbus MSA,00,000,18020,2022,383.3067519477596,STEM
Finance,Fort Wayne MSA,00,000,23060,2026,905.967194815864,STEM
Health,Terre Haute MSA,00,000,45460,2025,9060.449422099311,Non-STEM
TechPoint,Kokomo MSA,00,000,29020,2026,176.61440989466857,Non-STEM
Finance,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2021,4384.799408156323,STEM
Health,Muncie MSA,00,000,34620,2023,7349.659595244877,Non-STEM
BioCrossroads,Cincinnati MSA,00,000,17140,2025,5850.233606671558,STEM
TechPoint,Chicago-Naperville-Elgin MSA,00,000,16980,2020,63289.26823428366,STEM
TechPoint,Muncie MSA,00,000,34620,2027,474.3881392463897,Non-STEM
Health,Terre Haute MSA,00,000,45460,2022,65.6235604013772,STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2019,829.8691762329357,STEM
Advanced and Traded Industries,Elkhart-Goshen MSA,00,000,21140,2019,3514.0994999143127,STEM
Health,Cincinnati MSA,00,000,17140,2021,122312.81146152786,Non-STEM
Conexus,United States,0,000,00000,2024,24778124.866036527,Non-STEM
Finance,Terre Haute MSA,00,000,45460,2027,98.25122308652152,STEM
Finance,United States,0,000,00000,2026,664637.5588074775,STEM
TechPoint,Louisville/Jefferson County MSA,00,000,31140,2027,7014.318589844175,STEM
BioCrossroads,Terre Haute MSA,00,000,45460,2020,554.1286173398521,Non-STEM
Conexus,Michigan City-La Porte MSA,00,000,33140,2027,11722.692884617602,Non-STEM
TechPoint,Terre Haute MSA,00,000,45460,2024,177.89257849867843,STEM
Advanced and Traded Industries,United States,0,000,00000,2028,7420023.384915033,STEM
Advanced and Traded Industries,Evansville MSA,00,000,21780,2023,36593.286634469965,Non-STEM
AgriNovus,Terre Haute MSA,00,000,45460,2022,5.03878826796,STEM
Conexus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,16241.966921656038,STEM
Finance,Lafayette-West Lafayette MSA,00,000,29200,2023,138.41124883557268,STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2020,37244.20991874105,Non-STEM
Health,Elkhart-Goshen MSA,00,000,21140,2026,8668.253271583751,Non-STEM
Advanced and Traded Industries,Evansville MSA,00,000,21780,2022,36760.51534824011,Non-STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2024,62633.774771607284,Non-STEM
AgriNovus,Louisville/Jefferson County MSA,00,000,31140,2027,1509.6807654934373,Non-STEM
BioCrossroads,Michigan City-La Porte MSA,00,000,33140,2026,245.71015179123856,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2022,0.303677044013,STEM
Advanced and Traded Industries,Michigan City-La Porte MSA,00,000,33140,2024,969.5964920199021,STEM
AgriNovus,Chicago-Naperville-Elgin MSA,00,000,16980,2022,251.82730444385155,STEM
Finance,Evansville MSA,00,000,21780,2021,157.71839753532277,STEM
Finance,Chicago-Naperville-Elgin MSA,00,000,16980,2020,19721.49121394755,STEM
Finance,Louisville/Jefferson County MSA,00,000,31140,2025,3164.37233223362,STEM
BioCrossroads,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2026,26205.64006712825,Non-STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2024,21729.926791024314,STEM
Conexus,United States,0,000,00000,2023,24867699.060710877,Non-STEM
Finance,Muncie MSA,00,000,34620,2024,1554.2348933917872,Non-STEM
Advanced and Traded Industries,Cincinnati MSA,00,000,17140,2020,49345.83016373273,STEM
Conexus,Chicago-Naperville-Elgin MSA,00,000,16980,2021,847977.9899116171,Non-STEM
Advanced and Traded Industries,Muncie MSA,00,000,34620,2028,1118.810829444634,STEM
Conexus,Indiana,18,000,00000,2023,817576.1548287885,Non-STEM
BioCrossroads,Chicago-Naperville-Elgin MSA,00,000,16980,2023,62274.288769753286,Non-STEM
AgriNovus,Bloomington MSA,00,000,14020,2019,57.294293535031,Non-STEM
Finance,Terre Haute MSA,00,000,45460,2028,98.33137852309103,STEM
Finance,Terre Haute MSA,00,000,45460,2024,1497.3750403332685,Non-STEM
Health,Chicago-Naperville-Elgin MSA,00,000,16980,2020,427358.40171878296,Non-STEM
BioCrossroads,Louisville/Jefferson County MSA,00,000,31140,2021,5731.768524590676,Non-STEM
TechPoint,Terre Haute MSA,00,000,45460,2019,444.5421143351217,Non-STEM
Conexus,Indianapolis-Carmel-Greenwood MSA,00,000,26900,2022,224292.50151569792,Non-STEM
TechPoint,Bloomington MSA,00,000,14020,2020,491.9993219572181,Non-STEM
BioCrossroads,Fort Wayne MSA,00,000,23060,2023,1725.8100368040575,Non-STEM
BioCrossroads,Lafayette-West Lafayette MSA,00,000,29200,2026,762.9358604869057,STEM
AgriNovus,Muncie MSA,00,000,34620,2022,190.940269729093,Non-STEM
Health,Elkhart-Goshen MSA,00,000,21140,2025,8630.503050358384,Non-STEM
TechPoint,Evansville MSA,00,000,21780,2022,715.2917790445956,STEM
TechPoint,Elkhart-Goshen MSA,00,000,21140,2024,360.35706694354025,STEM
BioCrossroads,Elkhart-Goshen MSA,00,000,21140,2020,145.89964871228403,STEM
