sector_id,sector_name,statefips,countyfips,metrofips,description,year,own,disc,naics,repunits,empl,wages
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621492,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621498,5.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621512,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621991,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2020,0,1,621999,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621112,5.0,5.0,215059.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621210,48.0,444.74,25597100.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621320,15.0,112.66,3878776.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621340,22.0,239.08,8585013.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621493,5.0,89.5,4593772.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621511,3.0,4.0,463726.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,0,621610,9.0,426.5,14664106.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621111,62.0,1512.75,168729349.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621310,15.0,72.83,2268791.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621330,18.0,44.08,2196315.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621391,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621399,10.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621410,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621420,12.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621492,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621498,7.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621512,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621991,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2021,0,1,621999,4.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621112,5.0,7.25,326575.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621210,46.0,449.32,27904242.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621320,14.0,117.41,4086910.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621391,3.0,9.25,456910.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621399,9.0,23.08,828912.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621493,5.0,90.75,5037256.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,0,621610,10.0,304.75,11764656.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621111,63.0,1467.0,180075686.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621310,16.0,70.5,2232895.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621330,22.0,53.16,2641488.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621340,23.0,268.08,9652063.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621410,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621420,12.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621492,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621498,7.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621511,4.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621512,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621991,2.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2022,0,1,621999,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,0,621112,5.0,8.16,455984.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,0,621210,46.0,429.16,27644918.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,0,621320,14.0,116.0,4120402.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,0,621493,4.0,110.58,5797710.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,0,621610,11.0,342.91,13323799.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621111,63.0,1558.25,199363579.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621310,15.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621330,25.0,132.58,5549293.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621340,24.0,313.75,11713528.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621391,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621399,10.0,30.0,1134079.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621410,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621420,12.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621492,3.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621498,7.0,0.0,0.0
1,621 - Ambulatory Care,00,000,14020,Bloomington,2023,0,1,621511,5.0,0.0,0.0
