cicp_initiative,display_level,sector,sector_name,Year,statefips,metrofips,geo_area,entry_level_ed,avg_median_wage
Finance,1,4,    524 - Insurance,2021,00,23060,Fort Wayne MSA,Associate's degree,53801.2802198687
Finance,1,3,    523 - Securities and Investments,2023,0,00000,United States,No formal educational credential,33655.46449140056
Finance,1,2,    522 - Credit Intermediation,2021,00,21780,Evansville MSA,Associate's degree,52119.90915372598
Finance,1,1,    521 - Central Bank,2020,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,68506.83555003008
Finance,1,4,    524 - Insurance,2019,00,45460,Terre Haute MSA,High school diploma or equivalent,36376.89236356615
Finance,1,2,    522 - Credit Intermediation,2021,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,63473.352383375226
Finance,1,4,    524 - Insurance,2020,00,17140,Cincinnati MSA,No formal educational credential,28677.06470745676
Finance,1,4,    524 - Insurance,2023,00,21140,Elkhart-Goshen MSA,Master's degree,57772.40619604394
Finance,1,2,    522 - Credit Intermediation,2022,00,21780,Evansville MSA,High school diploma or equivalent,35902.326959230784
Finance,1,2,    522 - Credit Intermediation,2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Bachelor's degree,75511.81150898806
Finance,1,2,    522 - Credit Intermediation,2023,0,00000,United States,Master's degree,109475.18463734488
Finance,1,4,    524 - Insurance,2022,00,14020,Bloomington MSA,Associate's degree,47102.25130965056
Finance,1,2,    522 - Credit Intermediation,2022,00,16980,Chicago-Naperville-Elgin MSA,High school diploma or equivalent,47210.10015346517
Finance,1,3,    523 - Securities and Investments,2023,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,170170.29244670918
Finance,1,1,    521 - Central Bank,2023,00,17140,Cincinnati MSA,High school diploma or equivalent,43996.50480213776
Finance,1,5,    525 - Funds and Trusts,2020,00,23060,Fort Wayne MSA,High school diploma or equivalent,34909.103920980146
Finance,1,5,    525 - Funds and Trusts,2023,00,45460,Terre Haute MSA,"Some college, no degree",43000.47290675105
Finance,1,3,    523 - Securities and Investments,2019,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,29528.45434193525
Finance,1,4,    524 - Insurance,2022,00,34620,Muncie MSA,Doctoral or professional degree,63290.164279808436
Finance,1,1,    521 - Central Bank,2024,0,00000,United States,Postsecondary nondegree award,54828.8
Finance,1,2,    522 - Credit Intermediation,2019,00,23060,Fort Wayne MSA,"Some college, no degree",38535.53314896776
Finance,1,4,    524 - Insurance,2022,00,33140,Michigan City-La Porte MSA,Associate's degree,44929.38097029135
Finance,1,2,    522 - Credit Intermediation,2023,00,14020,Bloomington MSA,High school diploma or equivalent,40495.16539520388
Finance,1,4,    524 - Insurance,2024,00,26900,Indianapolis-Carmel-Greenwood MSA,Postsecondary nondegree award,60237.993986842834
Finance,1,4,    524 - Insurance,2023,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,66830.93135008113
Finance,1,2,    522 - Credit Intermediation,2024,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,65035.24825447879
Finance,1,5,    525 - Funds and Trusts,2020,0,00000,United States,"Some college, no degree",44558.22554694275
Finance,1,3,    523 - Securities and Investments,2022,18,00000,Indiana,Bachelor's degree,78593.74637427594
Finance,1,2,    522 - Credit Intermediation,2023,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,105215.39994218948
Finance,1,5,    525 - Funds and Trusts,2019,00,17140,Cincinnati MSA,Doctoral or professional degree,114893.284937
Finance,1,2,    522 - Credit Intermediation,2022,00,17140,Cincinnati MSA,High school diploma or equivalent,44179.73597612125
Finance,1,4,    524 - Insurance,2021,00,29020,Kokomo MSA,Postsecondary nondegree award,59411.87973717181
Finance,1,5,    525 - Funds and Trusts,2020,00,45460,Terre Haute MSA,Doctoral or professional degree,76759.1464689
Finance,1,5,    525 - Funds and Trusts,2019,18,00000,Indiana,Doctoral or professional degree,89315.2
Finance,1,3,    523 - Securities and Investments,2023,00,21140,Elkhart-Goshen MSA,Doctoral or professional degree,103853.915681
Finance,1,4,    524 - Insurance,2024,00,34620,Muncie MSA,Postsecondary nondegree award,65103.43719783907
Finance,1,5,    525 - Funds and Trusts,2022,00,43780,South Bend-Mishawaka MSA,Bachelor's degree,58082.30575412978
Finance,1,4,    524 - Insurance,2022,00,43780,South Bend-Mishawaka MSA,Master's degree,51936.02180721253
Finance,1,5,    525 - Funds and Trusts,2019,18,00000,Indiana,Bachelor's degree,77631.95142002217
Finance,1,5,    525 - Funds and Trusts,2024,00,26900,Indianapolis-Carmel-Greenwood MSA,Bachelor's degree,95976.06209325942
Finance,1,5,    525 - Funds and Trusts,2020,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,97562.59098613319
Finance,1,3,    523 - Securities and Investments,2021,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,64076.84826090309
Finance,1,2,    522 - Credit Intermediation,2021,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,94222.17734354851
Finance,1,4,    524 - Insurance,2024,00,21140,Elkhart-Goshen MSA,Postsecondary nondegree award,46510.38194399119
Finance,1,5,    525 - Funds and Trusts,2023,00,26900,Indianapolis-Carmel-Greenwood MSA,High school diploma or equivalent,48245.287021333286
Finance,1,2,    522 - Credit Intermediation,2020,00,29020,Kokomo MSA,Doctoral or professional degree,54995.2
Finance,1,3,    523 - Securities and Investments,2019,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,71956.12081696799
Finance,1,2,    522 - Credit Intermediation,2022,00,31140,Louisville/Jefferson County MSA,Master's degree,85754.6262694
Finance,1,4,    524 - Insurance,2024,00,31140,Louisville/Jefferson County MSA,Doctoral or professional degree,130288.81646797454
Finance,1,4,    524 - Insurance,2022,18,00000,Indiana,Doctoral or professional degree,126783.79299927538
Finance,1,2,    522 - Credit Intermediation,2022,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,56411.213719122934
Finance,1,3,    523 - Securities and Investments,2021,00,23060,Fort Wayne MSA,"Some college, no degree",40396.457640593544
Finance,1,4,    524 - Insurance,2020,00,23060,Fort Wayne MSA,High school diploma or equivalent,51181.45592065489
Finance,1,4,    524 - Insurance,2021,00,23060,Fort Wayne MSA,"Some college, no degree",41756.33756609417
Finance,1,4,    524 - Insurance,2023,00,31140,Louisville/Jefferson County MSA,Postsecondary nondegree award,53867.7848783605
Finance,1,4,    524 - Insurance,2022,00,33140,Michigan City-La Porte MSA,Doctoral or professional degree,85461.90949184253
Finance,1,4,    524 - Insurance,2023,00,34620,Muncie MSA,Associate's degree,49281.521341455926
Finance,1,1,    521 - Central Bank,2023,00,16980,Chicago-Naperville-Elgin MSA,High school diploma or equivalent,50948.52086574493
Finance,1,3,    523 - Securities and Investments,2024,00,26900,Indianapolis-Carmel-Greenwood MSA,Associate's degree,63337.34788442763
Finance,1,1,    521 - Central Bank,2021,00,16980,Chicago-Naperville-Elgin MSA,High school diploma or equivalent,46973.604658926815
Finance,1,2,    522 - Credit Intermediation,2020,18,00000,Indiana,High school diploma or equivalent,35916.18043579985
Finance,1,4,    524 - Insurance,2023,18,00000,Indiana,Bachelor's degree,87009.06341500061
Finance,1,3,    523 - Securities and Investments,2023,00,14020,Bloomington MSA,Bachelor's degree,79215.63905006497
Finance,1,2,    522 - Credit Intermediation,2024,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,170569.383988
Finance,1,2,    522 - Credit Intermediation,2019,00,18020,Columbus MSA,High school diploma or equivalent,34484.10096885571
Finance,1,4,    524 - Insurance,2021,00,21780,Evansville MSA,High school diploma or equivalent,42720.6323521254
Finance,1,4,    524 - Insurance,2024,00,23060,Fort Wayne MSA,Postsecondary nondegree award,58354.297602265666
Finance,1,4,    524 - Insurance,2023,00,34620,Muncie MSA,Bachelor's degree,81719.20340672164
Finance,1,5,    525 - Funds and Trusts,2023,0,00000,United States,Master's degree,105979.93678325045
Finance,1,1,    521 - Central Bank,2022,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,104562.55499671707
Finance,1,2,    522 - Credit Intermediation,2019,00,29020,Kokomo MSA,High school diploma or equivalent,32696.82017238959
Finance,1,2,    522 - Credit Intermediation,2021,00,43780,South Bend-Mishawaka MSA,Associate's degree,54015.42693536521
Finance,1,4,    524 - Insurance,2020,00,45460,Terre Haute MSA,Master's degree,58151.915269558944
Finance,1,5,    525 - Funds and Trusts,2021,00,45460,Terre Haute MSA,Bachelor's degree,68707.37791803572
Finance,1,5,    525 - Funds and Trusts,2024,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,63231.69542712536
Finance,1,4,    524 - Insurance,2021,00,21140,Elkhart-Goshen MSA,Postsecondary nondegree award,38724.53893212082
Finance,1,2,    522 - Credit Intermediation,2024,00,21780,Evansville MSA,Bachelor's degree,81195.18619760592
Finance,1,1,    521 - Central Bank,2024,00,26900,Indianapolis-Carmel-Greenwood MSA,High school diploma or equivalent,39346.505520585444
Finance,1,2,    522 - Credit Intermediation,2024,00,26900,Indianapolis-Carmel-Greenwood MSA,High school diploma or equivalent,47925.11784970107
Finance,1,3,    523 - Securities and Investments,2022,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,33136.5408759
Finance,1,4,    524 - Insurance,2020,00,31140,Louisville/Jefferson County MSA,Postsecondary nondegree award,43119.141251162444
Finance,1,3,    523 - Securities and Investments,2021,00,43780,South Bend-Mishawaka MSA,Associate's degree,53205.777595315056
Finance,1,2,    522 - Credit Intermediation,2022,00,14020,Bloomington MSA,Doctoral or professional degree,121339.532664
Finance,1,4,    524 - Insurance,2023,18,00000,Indiana,"Some college, no degree",47076.04325185262
Finance,1,4,    524 - Insurance,2024,00,14020,Bloomington MSA,High school diploma or equivalent,56014.198856645584
Finance,1,5,    525 - Funds and Trusts,2021,18,00000,Indiana,High school diploma or equivalent,43911.146892341036
Finance,1,2,    522 - Credit Intermediation,2019,00,26900,Indianapolis-Carmel-Greenwood MSA,Master's degree,90980.43498384028
Finance,1,4,    524 - Insurance,2019,18,00000,Indiana,No formal educational credential,24735.041752781966
Finance,1,2,    522 - Credit Intermediation,2021,18,00000,Indiana,Bachelor's degree,74028.41902426387
Finance,1,1,    521 - Central Bank,2024,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,54062.2913975
Finance,1,4,    524 - Insurance,2021,00,21780,Evansville MSA,No formal educational credential,26748.03578097749
Finance,1,2,    522 - Credit Intermediation,2020,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,34628.25428851633
Finance,1,3,    523 - Securities and Investments,2022,00,34620,Muncie MSA,Bachelor's degree,71926.78777100025
Finance,1,4,    524 - Insurance,2023,00,45460,Terre Haute MSA,No formal educational credential,30628.459708658396
Finance,1,4,    524 - Insurance,2024,00,17140,Cincinnati MSA,Associate's degree,60877.05600830492
Finance,1,4,    524 - Insurance,2019,00,14020,Bloomington MSA,Doctoral or professional degree,74959.13072518304
Finance,1,4,    524 - Insurance,2022,00,18020,Columbus MSA,Postsecondary nondegree award,40743.030625128624
Finance,1,4,    524 - Insurance,2020,00,29020,Kokomo MSA,Associate's degree,51322.284264005655
Finance,1,3,    523 - Securities and Investments,2024,00,43780,South Bend-Mishawaka MSA,Bachelor's degree,84921.99865533097
Finance,1,3,    523 - Securities and Investments,2021,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",47713.417338129104
Finance,1,5,    525 - Funds and Trusts,2023,00,16980,Chicago-Naperville-Elgin MSA,Bachelor's degree,107767.60073838377
Finance,1,4,    524 - Insurance,2021,00,21780,Evansville MSA,Postsecondary nondegree award,46591.472375044985
Finance,1,4,    524 - Insurance,2023,00,45460,Terre Haute MSA,High school diploma or equivalent,48391.84385970967
Finance,1,4,    524 - Insurance,2020,00,17140,Cincinnati MSA,Postsecondary nondegree award,45125.37102019534
Finance,1,4,    524 - Insurance,2021,00,23060,Fort Wayne MSA,Bachelor's degree,76300.00834680213
Finance,1,2,    522 - Credit Intermediation,2019,00,29020,Kokomo MSA,No formal educational credential,32234.85179175506
Finance,1,3,    523 - Securities and Investments,2022,00,34620,Muncie MSA,"Some college, no degree",38313.6
Finance,1,4,    524 - Insurance,2024,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",53236.53961478697
Finance,1,3,    523 - Securities and Investments,2021,00,23060,Fort Wayne MSA,Bachelor's degree,67783.50946476962
Finance,1,2,    522 - Credit Intermediation,2023,0,00000,United States,High school diploma or equivalent,45783.7892063139
Finance,1,2,    522 - Credit Intermediation,2020,00,23060,Fort Wayne MSA,Associate's degree,54041.58861880764
Finance,1,3,    523 - Securities and Investments,2024,00,26900,Indianapolis-Carmel-Greenwood MSA,"Some college, no degree",51499.687298549055
Finance,1,4,    524 - Insurance,2023,00,34620,Muncie MSA,"Some college, no degree",40965.15567969999
Finance,1,5,    525 - Funds and Trusts,2019,00,43780,South Bend-Mishawaka MSA,"Some college, no degree",35977.105422
Finance,1,2,    522 - Credit Intermediation,2022,00,45460,Terre Haute MSA,Doctoral or professional degree,131432.466507
Finance,1,3,    523 - Securities and Investments,2023,0,00000,United States,Postsecondary nondegree award,59824.96300506285
Finance,1,2,    522 - Credit Intermediation,2019,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,58762.214742549084
Finance,1,3,    523 - Securities and Investments,2021,00,23060,Fort Wayne MSA,Associate's degree,55119.40654449155
Finance,1,2,    522 - Credit Intermediation,2024,00,29020,Kokomo MSA,Doctoral or professional degree,115273.6
Finance,1,4,    524 - Insurance,2020,00,14020,Bloomington MSA,Master's degree,41768.171081242406
Finance,1,1,    521 - Central Bank,2022,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",55127.182767394435
Finance,1,1,    521 - Central Bank,2019,00,17140,Cincinnati MSA,Bachelor's degree,84285.66822352089
Finance,1,4,    524 - Insurance,2019,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,41837.897568843866
Finance,1,2,    522 - Credit Intermediation,2020,00,31140,Louisville/Jefferson County MSA,Doctoral or professional degree,84778.4135768
Finance,1,2,    522 - Credit Intermediation,2023,00,43780,South Bend-Mishawaka MSA,Postsecondary nondegree award,76627.117608
Finance,1,3,    523 - Securities and Investments,2019,0,00000,United States,Master's degree,99069.17774092683
Finance,1,3,    523 - Securities and Investments,2024,00,29020,Kokomo MSA,Doctoral or professional degree,115273.6
Finance,1,2,    522 - Credit Intermediation,2020,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,24103.03970744884
Finance,1,3,    523 - Securities and Investments,2019,00,14020,Bloomington MSA,"Some college, no degree",42176.48934377917
Finance,1,4,    524 - Insurance,2024,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,64466.32642192509
Finance,1,5,    525 - Funds and Trusts,2022,0,00000,United States,High school diploma or equivalent,47329.79110396861
Finance,1,5,    525 - Funds and Trusts,2021,00,21140,Elkhart-Goshen MSA,High school diploma or equivalent,39194.51780503406
Finance,1,3,    523 - Securities and Investments,2024,00,21140,Elkhart-Goshen MSA,Bachelor's degree,96755.75191323602
Finance,1,3,    523 - Securities and Investments,2020,00,16980,Chicago-Naperville-Elgin MSA,Postsecondary nondegree award,54330.2871741083
Finance,1,4,    524 - Insurance,2022,00,29020,Kokomo MSA,Postsecondary nondegree award,65286.22977660963
Finance,1,4,    524 - Insurance,2019,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,25656.55183600234
Finance,1,1,    521 - Central Bank,2023,00,31140,Louisville/Jefferson County MSA,Bachelor's degree,88526.82577990594
Finance,1,4,    524 - Insurance,2023,00,14020,Bloomington MSA,Bachelor's degree,85177.8955471105
Finance,1,5,    525 - Funds and Trusts,2023,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,51336.2303599
Finance,1,1,    521 - Central Bank,2021,18,00000,Indiana,"Some college, no degree",38209.6
Finance,1,4,    524 - Insurance,2023,0,00000,United States,Postsecondary nondegree award,64415.42095128862
Finance,1,2,    522 - Credit Intermediation,2022,00,17140,Cincinnati MSA,No formal educational credential,29057.713508326757
Finance,1,2,    522 - Credit Intermediation,2024,00,17140,Cincinnati MSA,Associate's degree,61175.63006055419
Finance,1,3,    523 - Securities and Investments,2021,00,29200,Lafayette-West Lafayette MSA,High school diploma or equivalent,41927.722894050974
Finance,1,4,    524 - Insurance,2020,00,33140,Michigan City-La Porte MSA,No formal educational credential,24830.28886623849
Finance,1,2,    522 - Credit Intermediation,2023,00,18020,Columbus MSA,Associate's degree,72550.4
Finance,1,2,    522 - Credit Intermediation,2023,00,29020,Kokomo MSA,Bachelor's degree,78207.39129462175
Finance,1,3,    523 - Securities and Investments,2019,00,43780,South Bend-Mishawaka MSA,"Some college, no degree",39453.09045222194
Finance,1,5,    525 - Funds and Trusts,2024,00,16980,Chicago-Naperville-Elgin MSA,"Some college, no degree",51580.44608819678
Finance,1,3,    523 - Securities and Investments,2020,00,34620,Muncie MSA,Bachelor's degree,85061.05447200703
Finance,1,1,    521 - Central Bank,2021,00,17140,Cincinnati MSA,No formal educational credential,24022.8174791
Finance,1,4,    524 - Insurance,2021,00,17140,Cincinnati MSA,No formal educational credential,28412.807174278067
Finance,1,2,    522 - Credit Intermediation,2022,18,00000,Indiana,"Some college, no degree",42780.31252137951
Finance,1,4,    524 - Insurance,2024,18,00000,Indiana,Bachelor's degree,91512.74066395909
Finance,1,5,    525 - Funds and Trusts,2023,00,26900,Indianapolis-Carmel-Greenwood MSA,No formal educational credential,30841.1502142
Finance,1,2,    522 - Credit Intermediation,2021,00,31140,Louisville/Jefferson County MSA,Associate's degree,56147.88412389031
Finance,1,4,    524 - Insurance,2021,00,31140,Louisville/Jefferson County MSA,No formal educational credential,27357.687219939005
Finance,1,2,    522 - Credit Intermediation,2023,18,00000,Indiana,No formal educational credential,30402.62396078466
Finance,1,4,    524 - Insurance,2020,0,00000,United States,"Some college, no degree",45878.314211167846
Finance,1,3,    523 - Securities and Investments,2023,00,16980,Chicago-Naperville-Elgin MSA,Master's degree,104551.54172081492
Finance,1,1,    521 - Central Bank,2021,0,00000,United States,Bachelor's degree,95505.12360676326
Finance,1,4,    524 - Insurance,2021,00,33140,Michigan City-La Porte MSA,"Some college, no degree",37578.99947937434
Finance,1,3,    523 - Securities and Investments,2020,00,34620,Muncie MSA,"Some college, no degree",36774.4
Finance,1,2,    522 - Credit Intermediation,2021,00,21780,Evansville MSA,"Some college, no degree",41564.28209560088
Finance,1,4,    524 - Insurance,2024,00,43780,South Bend-Mishawaka MSA,Associate's degree,56349.26032708367
Finance,1,1,    521 - Central Bank,2020,00,16980,Chicago-Naperville-Elgin MSA,Associate's degree,64350.76517
Finance,1,2,    522 - Credit Intermediation,2023,00,16980,Chicago-Naperville-Elgin MSA,Doctoral or professional degree,172147.38992
Finance,1,3,    523 - Securities and Investments,2023,00,17140,Cincinnati MSA,Master's degree,92111.0068917
Finance,1,4,    524 - Insurance,2020,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,40987.51403398144
Finance,1,2,    522 - Credit Intermediation,2022,00,14020,Bloomington MSA,"Some college, no degree",47159.20743903886
Finance,1,2,    522 - Credit Intermediation,2021,00,18020,Columbus MSA,Associate's degree,48880.0
Finance,1,2,    522 - Credit Intermediation,2020,00,21780,Evansville MSA,Doctoral or professional degree,81107.5221885
Finance,1,4,    524 - Insurance,2021,00,23060,Fort Wayne MSA,Doctoral or professional degree,120552.83613279171
Finance,1,2,    522 - Credit Intermediation,2024,00,29020,Kokomo MSA,"Some college, no degree",45816.30062968969
Finance,1,2,    522 - Credit Intermediation,2020,00,34620,Muncie MSA,Associate's degree,51167.35586949457
Finance,1,2,    522 - Credit Intermediation,2022,00,45460,Terre Haute MSA,Bachelor's degree,70893.10650083199
Finance,1,1,    521 - Central Bank,2021,00,17140,Cincinnati MSA,High school diploma or equivalent,40179.07708047745
Finance,1,4,    524 - Insurance,2021,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,47510.79243748489
Finance,1,5,    525 - Funds and Trusts,2022,18,00000,Indiana,Associate's degree,47715.2
Finance,1,3,    523 - Securities and Investments,2019,0,00000,United States,No formal educational credential,27597.290367769223
Finance,1,5,    525 - Funds and Trusts,2023,00,21780,Evansville MSA,Bachelor's degree,76114.13512651582
Finance,1,3,    523 - Securities and Investments,2023,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,45156.45991586411
Finance,1,3,    523 - Securities and Investments,2022,00,34620,Muncie MSA,Doctoral or professional degree,61963.2
Finance,1,4,    524 - Insurance,2023,00,43780,South Bend-Mishawaka MSA,Bachelor's degree,88217.73641234411
Finance,1,4,    524 - Insurance,2021,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,29847.19535929672
Finance,1,1,    521 - Central Bank,2024,18,00000,Indiana,"Some college, no degree",46883.2
Finance,1,5,    525 - Funds and Trusts,2024,00,34620,Muncie MSA,High school diploma or equivalent,35389.17160371295
Finance,1,4,    524 - Insurance,2021,00,14020,Bloomington MSA,Associate's degree,38627.27595193619
Finance,1,3,    523 - Securities and Investments,2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Doctoral or professional degree,121980.702136
Finance,1,3,    523 - Securities and Investments,2021,00,31140,Louisville/Jefferson County MSA,Associate's degree,58346.81568744065
Finance,1,4,    524 - Insurance,2024,00,31140,Louisville/Jefferson County MSA,Master's degree,89037.9792532854
Finance,1,4,    524 - Insurance,2020,0,00000,United States,Bachelor's degree,92159.21238792838
Finance,1,4,    524 - Insurance,2023,00,18020,Columbus MSA,Master's degree,52354.49791322589
Finance,1,2,    522 - Credit Intermediation,2024,00,33140,Michigan City-La Porte MSA,High school diploma or equivalent,42792.791610761014
Finance,1,3,    523 - Securities and Investments,2020,00,34620,Muncie MSA,Associate's degree,45552.0
Finance,1,5,    525 - Funds and Trusts,2019,0,00000,United States,High school diploma or equivalent,42774.30304335543
Finance,1,4,    524 - Insurance,2024,18,00000,Indiana,Associate's degree,58096.17752455072
Finance,1,2,    522 - Credit Intermediation,2020,00,34620,Muncie MSA,Bachelor's degree,69400.23963281084
Finance,1,4,    524 - Insurance,2021,00,43780,South Bend-Mishawaka MSA,Master's degree,49492.74291975624
Finance,1,1,    521 - Central Bank,2020,0,00000,United States,Master's degree,108347.2
Finance,1,3,    523 - Securities and Investments,2022,00,14020,Bloomington MSA,Bachelor's degree,69260.377818716
Finance,1,2,    522 - Credit Intermediation,2022,00,23060,Fort Wayne MSA,Doctoral or professional degree,107047.381023
Finance,1,4,    524 - Insurance,2021,00,17140,Cincinnati MSA,High school diploma or equivalent,49955.55740582746
Finance,1,3,    523 - Securities and Investments,2021,00,34620,Muncie MSA,Bachelor's degree,73856.28019308028
Finance,1,3,    523 - Securities and Investments,2021,00,21140,Elkhart-Goshen MSA,"Some college, no degree",38376.0
Finance,1,2,    522 - Credit Intermediation,2019,00,29200,Lafayette-West Lafayette MSA,Associate's degree,69953.7829488
Finance,1,4,    524 - Insurance,2024,18,00000,Indiana,"Some college, no degree",49565.91615228215
Finance,1,4,    524 - Insurance,2020,0,00000,United States,Associate's degree,55666.883049616205
Finance,1,4,    524 - Insurance,2022,00,14020,Bloomington MSA,"Some college, no degree",47348.40866893367
Finance,1,2,    522 - Credit Intermediation,2022,00,45460,Terre Haute MSA,"Some college, no degree",40040.330759849356
Finance,1,2,    522 - Credit Intermediation,2022,00,14020,Bloomington MSA,Bachelor's degree,74362.69858978815
Finance,1,5,    525 - Funds and Trusts,2022,00,16980,Chicago-Naperville-Elgin MSA,Master's degree,60077.62700274779
Finance,1,4,    524 - Insurance,2024,00,33140,Michigan City-La Porte MSA,Master's degree,79063.9578649885
Finance,1,2,    522 - Credit Intermediation,2022,0,00000,United States,No formal educational credential,30508.369460606038
Finance,1,4,    524 - Insurance,2020,00,29200,Lafayette-West Lafayette MSA,Doctoral or professional degree,77252.49521554029
Finance,1,1,    521 - Central Bank,2024,0,00000,United States,Associate's degree,73340.8
Finance,1,4,    524 - Insurance,2022,00,45460,Terre Haute MSA,Bachelor's degree,74413.90506244863
Finance,1,5,    525 - Funds and Trusts,2021,0,00000,United States,No formal educational credential,31028.76957528503
Finance,1,5,    525 - Funds and Trusts,2019,00,16980,Chicago-Naperville-Elgin MSA,No formal educational credential,28949.91623452743
Finance,1,4,    524 - Insurance,2020,00,18020,Columbus MSA,Associate's degree,40381.89544220295
Finance,1,2,    522 - Credit Intermediation,2022,00,21780,Evansville MSA,Doctoral or professional degree,103285.854911
Finance,1,2,    522 - Credit Intermediation,2019,00,29020,Kokomo MSA,Bachelor's degree,71478.49942902075
Finance,1,5,    525 - Funds and Trusts,2024,00,31140,Louisville/Jefferson County MSA,High school diploma or equivalent,48980.01958896029
Finance,1,4,    524 - Insurance,2019,00,43780,South Bend-Mishawaka MSA,No formal educational credential,24700.291104106233
Finance,1,4,    524 - Insurance,2020,18,00000,Indiana,"Some college, no degree",41711.75851736345
Finance,1,1,    521 - Central Bank,2021,18,00000,Indiana,High school diploma or equivalent,30635.12826283244
Finance,1,4,    524 - Insurance,2020,0,00000,United States,Doctoral or professional degree,129317.61706656001
Finance,1,4,    524 - Insurance,2024,00,29020,Kokomo MSA,Associate's degree,56644.68364165757
Finance,1,5,    525 - Funds and Trusts,2020,0,00000,United States,Master's degree,58115.2
Finance,1,4,    524 - Insurance,2022,00,17140,Cincinnati MSA,High school diploma or equivalent,53770.04553984104
Finance,1,3,    523 - Securities and Investments,2024,00,23060,Fort Wayne MSA,Doctoral or professional degree,117789.0322
Finance,1,5,    525 - Funds and Trusts,2022,00,26900,Indianapolis-Carmel-Greenwood MSA,Doctoral or professional degree,131234.485675
Finance,1,2,    522 - Credit Intermediation,2019,00,29200,Lafayette-West Lafayette MSA,No formal educational credential,23916.607873312223
Finance,1,4,    524 - Insurance,2021,00,31140,Louisville/Jefferson County MSA,Doctoral or professional degree,113449.97435889322
Finance,1,4,    524 - Insurance,2019,00,45460,Terre Haute MSA,Postsecondary nondegree award,51837.76691110381
Finance,1,2,    522 - Credit Intermediation,2021,18,00000,Indiana,Postsecondary nondegree award,39104.0
Finance,1,2,    522 - Credit Intermediation,2022,00,18020,Columbus MSA,High school diploma or equivalent,40688.07805288766
Finance,1,4,    524 - Insurance,2022,00,18020,Columbus MSA,No formal educational credential,29310.108274843777
Finance,1,4,    524 - Insurance,2023,00,23060,Fort Wayne MSA,Doctoral or professional degree,114606.87619403093
Finance,1,2,    522 - Credit Intermediation,2019,00,29200,Lafayette-West Lafayette MSA,"Some college, no degree",40757.941267597984
Finance,1,4,    524 - Insurance,2019,00,34620,Muncie MSA,Associate's degree,47930.66230622857
Finance,1,4,    524 - Insurance,2019,00,43780,South Bend-Mishawaka MSA,Doctoral or professional degree,92705.32418449425
Finance,1,2,    522 - Credit Intermediation,2021,00,43780,South Bend-Mishawaka MSA,High school diploma or equivalent,36073.84948322678
Finance,1,2,    522 - Credit Intermediation,2022,00,21780,Evansville MSA,No formal educational credential,26074.81185121279
Finance,1,2,    522 - Credit Intermediation,2022,00,29020,Kokomo MSA,Bachelor's degree,74588.96702834111
Finance,1,2,    522 - Credit Intermediation,2021,00,31140,Louisville/Jefferson County MSA,No formal educational credential,26144.332136494595
Finance,1,5,    525 - Funds and Trusts,2022,18,00000,Indiana,High school diploma or equivalent,45218.890810880956
Finance,1,1,    521 - Central Bank,2022,0,00000,United States,High school diploma or equivalent,44146.830611352445
Finance,1,2,    522 - Credit Intermediation,2020,00,34620,Muncie MSA,No formal educational credential,22004.66385653411
Finance,1,2,    522 - Credit Intermediation,2024,00,14020,Bloomington MSA,No formal educational credential,29237.118807397754
Finance,1,3,    523 - Securities and Investments,2020,00,23060,Fort Wayne MSA,Associate's degree,52114.804575239876
Finance,1,3,    523 - Securities and Investments,2024,00,23060,Fort Wayne MSA,No formal educational credential,34813.6675095
