year,statefips,metrofips,geo_area,cicp_initiative,occ,occ_title,jobs
2020,00,18020,Columbus MSA,BioCrossroads,19-2043,Hydrologists,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-2099,"Physical Scientists, All Other",4.779237616467817
2020,00,18020,Columbus MSA,BioCrossroads,19-4012,Agricultural Technicians,0.40636640513072003
2020,00,18020,Columbus MSA,BioCrossroads,19-4013,Food Science Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-4021,Biological Technicians,6.235617660685728
2020,00,18020,Columbus MSA,BioCrossroads,19-4031,Chemical Technicians,12.6672319493548
2020,00,18020,Columbus MSA,BioCrossroads,19-4042,"Environmental Science and Protection Technicians, Including Health",1.8950152275576002
2020,00,18020,Columbus MSA,BioCrossroads,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.80609457286176
2020,00,18020,Columbus MSA,BioCrossroads,19-4044,Hydrologic Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-4051,Nuclear Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-4071,Forest and Conservation Technicians,0.0
2020,00,18020,Columbus MSA,BioCrossroads,19-4092,Forensic Science Technicians,0.28254035856848003
2020,00,18020,Columbus MSA,BioCrossroads,19-4099,"Life, Physical, and Social Science Technicians, All Other",1.6708739204141543
2020,00,18020,Columbus MSA,BioCrossroads,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",27.784981197467122
2020,00,18020,Columbus MSA,BioCrossroads,41-9031,Sales Engineers,0.0
2020,00,18020,Columbus MSA,Conexus,11-3021,Computer and Information Systems Managers,128.4065362902103
2020,00,18020,Columbus MSA,Conexus,11-9041,Architectural and Engineering Managers,398.47396197038506
2020,00,18020,Columbus MSA,Conexus,11-9121,Natural Sciences Managers,22.273473264875552
2020,00,18020,Columbus MSA,Conexus,15-1211,Computer Systems Analysts,292.82889292466353
2020,00,18020,Columbus MSA,Conexus,15-1212,Information Security Analysts,30.440089783106522
2020,00,18020,Columbus MSA,Conexus,15-1221,Computer and Information Research Scientists,0.0
2020,00,18020,Columbus MSA,Conexus,15-1231,Computer Network Support Specialists,73.25912206344157
2020,00,18020,Columbus MSA,Conexus,15-1232,Computer User Support Specialists,121.58988532211252
2020,00,18020,Columbus MSA,Conexus,15-1241,Computer Network Architects,81.68569398803129
2020,00,18020,Columbus MSA,Conexus,15-1242,Database Administrators,49.56980003489111
2020,00,18020,Columbus MSA,Conexus,15-1243,Database Architects,0.00518061560811
2020,00,18020,Columbus MSA,Conexus,15-1244,Network and Computer Systems Administrators,129.85201565064935
2020,00,18020,Columbus MSA,Conexus,15-1251,Computer Programmers,6.6074633232880124
2020,00,18020,Columbus MSA,Conexus,15-1252,Software Developers,356.7594045650084
2020,00,18020,Columbus MSA,Conexus,15-1253,Software Quality Assurance Analysts and Testers,56.321697939855426
2020,00,18020,Columbus MSA,Conexus,15-1254,Web Developers,7.94148505165665
2020,00,18020,Columbus MSA,Conexus,15-1255,Web and Digital Interface Designers,5.8992022768206605
2020,00,18020,Columbus MSA,Conexus,15-1299,"Computer Occupations, All Other",20.65975378246269
2020,00,18020,Columbus MSA,Conexus,15-2011,Actuaries,0.003937241789340001
2020,00,18020,Columbus MSA,Conexus,15-2021,Mathematicians,0.0
2020,00,18020,Columbus MSA,Conexus,15-2031,Operations Research Analysts,35.23376464961649
2020,00,18020,Columbus MSA,Conexus,15-2041,Statisticians,4.387660056612511
2020,00,18020,Columbus MSA,Conexus,15-2051,Data Scientists,51.9276381957393
2020,00,18020,Columbus MSA,Conexus,15-2099,"Mathematical Science Occupations, All Other",0.0
2020,00,18020,Columbus MSA,Conexus,17-1011,"Architects, Except Landscape and Naval",0.0
2020,00,18020,Columbus MSA,Conexus,17-1012,Landscape Architects,0.0
2020,00,18020,Columbus MSA,Conexus,17-1021,Cartographers and Photogrammetrists,0.0
2020,00,18020,Columbus MSA,Conexus,17-1022,Surveyors,0.0
2020,00,18020,Columbus MSA,Conexus,17-2011,Aerospace Engineers,0.0
2020,00,18020,Columbus MSA,Conexus,17-2021,Agricultural Engineers,18.48345199916745
2020,00,18020,Columbus MSA,Conexus,17-2031,Bioengineers and Biomedical Engineers,149.6311381186854
2020,00,18020,Columbus MSA,Conexus,17-2041,Chemical Engineers,253.6864193644653
2020,00,18020,Columbus MSA,Conexus,17-2051,Civil Engineers,16.66771472383632
2020,00,18020,Columbus MSA,Conexus,17-2061,Computer Hardware Engineers,0.0
2020,00,18020,Columbus MSA,Conexus,17-2071,Electrical Engineers,155.7925983026265
2020,00,18020,Columbus MSA,Conexus,17-2072,"Electronics Engineers, Except Computer",344.2062917909392
2020,00,18020,Columbus MSA,Conexus,17-2081,Environmental Engineers,13.422806537508809
2020,00,18020,Columbus MSA,Conexus,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",145.69447839639378
2020,00,18020,Columbus MSA,Conexus,17-2112,Industrial Engineers,2404.5302975460527
2020,00,18020,Columbus MSA,Conexus,17-2121,Marine Engineers and Naval Architects,28.913899341145974
2020,00,18020,Columbus MSA,Conexus,17-2131,Materials Engineers,251.41994645333656
2020,00,18020,Columbus MSA,Conexus,17-2141,Mechanical Engineers,3078.552621630142
2020,00,18020,Columbus MSA,Conexus,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2020,00,18020,Columbus MSA,Conexus,17-2161,Nuclear Engineers,38.25900511969704
2020,00,18020,Columbus MSA,Conexus,17-2171,Petroleum Engineers,0.0
2020,00,18020,Columbus MSA,Conexus,17-2199,"Engineers, All Other",218.7612493205451
2020,00,18020,Columbus MSA,Conexus,17-3011,Architectural and Civil Drafters,8.041909006046879
2020,00,18020,Columbus MSA,Conexus,17-3012,Electrical and Electronics Drafters,0.0
2020,00,18020,Columbus MSA,Conexus,17-3013,Mechanical Drafters,228.3042213914653
2020,00,18020,Columbus MSA,Conexus,17-3019,"Drafters, All Other",0.0
2020,00,18020,Columbus MSA,Conexus,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,17-3022,Civil Engineering Technologists and Technicians,8.617559549521351
2020,00,18020,Columbus MSA,Conexus,17-3023,Electrical and Electronic Engineering Technologists and Technicians,108.4955814514792
2020,00,18020,Columbus MSA,Conexus,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,67.12086041859665
2020,00,18020,Columbus MSA,Conexus,17-3025,Environmental Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,17-3026,Industrial Engineering Technologists and Technicians,751.1872497693839
2020,00,18020,Columbus MSA,Conexus,17-3027,Mechanical Engineering Technologists and Technicians,627.2459692598118
2020,00,18020,Columbus MSA,Conexus,17-3028,Calibration Technologists and Technicians,33.945985766489045
2020,00,18020,Columbus MSA,Conexus,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",85.02294342019911
2020,00,18020,Columbus MSA,Conexus,17-3031,Surveying and Mapping Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-1011,Animal Scientists,0.0
2020,00,18020,Columbus MSA,Conexus,19-1012,Food Scientists and Technologists,0.0
2020,00,18020,Columbus MSA,Conexus,19-1013,Soil and Plant Scientists,0.00334708872843
2020,00,18020,Columbus MSA,Conexus,19-1021,Biochemists and Biophysicists,6.02051302824
2020,00,18020,Columbus MSA,Conexus,19-1022,Microbiologists,4.12470760401
2020,00,18020,Columbus MSA,Conexus,19-1023,Zoologists and Wildlife Biologists,1.7527782450420002
2020,00,18020,Columbus MSA,Conexus,19-1029,"Biological Scientists, All Other",0.0043988239329
2020,00,18020,Columbus MSA,Conexus,19-1031,Conservation Scientists,0.0
2020,00,18020,Columbus MSA,Conexus,19-1032,Foresters,0.0
2020,00,18020,Columbus MSA,Conexus,19-1041,Epidemiologists,0.0
2020,00,18020,Columbus MSA,Conexus,19-1042,"Medical Scientists, Except Epidemiologists",23.88153098511
2020,00,18020,Columbus MSA,Conexus,19-1099,"Life Scientists, All Other",0.0
2020,00,18020,Columbus MSA,Conexus,19-2011,Astronomers,0.0
2020,00,18020,Columbus MSA,Conexus,19-2012,Physicists,0.0
2020,00,18020,Columbus MSA,Conexus,19-2021,Atmospheric and Space Scientists,0.0
2020,00,18020,Columbus MSA,Conexus,19-2031,Chemists,18.775537826409302
2020,00,18020,Columbus MSA,Conexus,19-2032,Materials Scientists,0.0
2020,00,18020,Columbus MSA,Conexus,19-2041,"Environmental Scientists and Specialists, Including Health",2.22682637617224
2020,00,18020,Columbus MSA,Conexus,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.00392864239701
2020,00,18020,Columbus MSA,Conexus,19-2043,Hydrologists,0.0
2020,00,18020,Columbus MSA,Conexus,19-2099,"Physical Scientists, All Other",3.311634666993
2020,00,18020,Columbus MSA,Conexus,19-4012,Agricultural Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-4013,Food Science Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-4021,Biological Technicians,7.52200113324
2020,00,18020,Columbus MSA,Conexus,19-4031,Chemical Technicians,35.818431312774095
2020,00,18020,Columbus MSA,Conexus,19-4042,"Environmental Science and Protection Technicians, Including Health",0.00946824934962
2020,00,18020,Columbus MSA,Conexus,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2020,00,18020,Columbus MSA,Conexus,19-4044,Hydrologic Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-4051,Nuclear Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-4071,Forest and Conservation Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-4092,Forensic Science Technicians,0.0
2020,00,18020,Columbus MSA,Conexus,19-4099,"Life, Physical, and Social Science Technicians, All Other",11.39902787486991
2020,00,18020,Columbus MSA,Conexus,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",298.4384028705478
2020,00,18020,Columbus MSA,Conexus,41-9031,Sales Engineers,74.16177496330887
2020,00,18020,Columbus MSA,Finance,11-3021,Computer and Information Systems Managers,14.3282249560068
2020,00,18020,Columbus MSA,Finance,11-9041,Architectural and Engineering Managers,0.017558419264980002
2020,00,18020,Columbus MSA,Finance,11-9121,Natural Sciences Managers,0.0
2020,00,18020,Columbus MSA,Finance,15-1211,Computer Systems Analysts,51.2841453524368
2020,00,18020,Columbus MSA,Finance,15-1212,Information Security Analysts,8.186959730472738
2020,00,18020,Columbus MSA,Finance,15-1221,Computer and Information Research Scientists,0.0
2020,00,18020,Columbus MSA,Finance,15-1231,Computer Network Support Specialists,3.24604087011942
2020,00,18020,Columbus MSA,Finance,15-1232,Computer User Support Specialists,4.496679908759
2020,00,18020,Columbus MSA,Finance,15-1241,Computer Network Architects,5.43740456322494
2020,00,18020,Columbus MSA,Finance,15-1242,Database Administrators,5.788279354791981
2020,00,18020,Columbus MSA,Finance,15-1243,Database Architects,0.14073241384168
2020,00,18020,Columbus MSA,Finance,15-1244,Network and Computer Systems Administrators,6.7328075130164
2020,00,18020,Columbus MSA,Finance,15-1251,Computer Programmers,0.11240524945261998
2020,00,18020,Columbus MSA,Finance,15-1252,Software Developers,26.741435184095998
2020,00,18020,Columbus MSA,Finance,15-1253,Software Quality Assurance Analysts and Testers,3.2709956516653
2020,00,18020,Columbus MSA,Finance,15-1254,Web Developers,0.051840259185334005
2020,00,18020,Columbus MSA,Finance,15-1255,Web and Digital Interface Designers,0.05739800462982
2020,00,18020,Columbus MSA,Finance,15-1299,"Computer Occupations, All Other",2.9726901840423396
2020,00,18020,Columbus MSA,Finance,15-2011,Actuaries,0.5140583866904
2020,00,18020,Columbus MSA,Finance,15-2021,Mathematicians,0.0
2020,00,18020,Columbus MSA,Finance,15-2031,Operations Research Analysts,2.39360739046214
2020,00,18020,Columbus MSA,Finance,15-2041,Statisticians,0.0
2020,00,18020,Columbus MSA,Finance,15-2051,Data Scientists,2.81257693517338
2020,00,18020,Columbus MSA,Finance,15-2099,"Mathematical Science Occupations, All Other",0.0
2020,00,18020,Columbus MSA,Finance,17-1011,"Architects, Except Landscape and Naval",0.0
2020,00,18020,Columbus MSA,Finance,17-1012,Landscape Architects,0.0
2020,00,18020,Columbus MSA,Finance,17-1021,Cartographers and Photogrammetrists,0.0
2020,00,18020,Columbus MSA,Finance,17-1022,Surveyors,0.0
2020,00,18020,Columbus MSA,Finance,17-2011,Aerospace Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2021,Agricultural Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2031,Bioengineers and Biomedical Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2041,Chemical Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2051,Civil Engineers,0.012387258056300001
2020,00,18020,Columbus MSA,Finance,17-2061,Computer Hardware Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2071,Electrical Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2072,"Electronics Engineers, Except Computer",0.0
2020,00,18020,Columbus MSA,Finance,17-2081,Environmental Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.02431189643894
2020,00,18020,Columbus MSA,Finance,17-2112,Industrial Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2121,Marine Engineers and Naval Architects,0.0
2020,00,18020,Columbus MSA,Finance,17-2131,Materials Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2141,Mechanical Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",0.0
2020,00,18020,Columbus MSA,Finance,17-2161,Nuclear Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2171,Petroleum Engineers,0.0
2020,00,18020,Columbus MSA,Finance,17-2199,"Engineers, All Other",0.010522021033860001
2020,00,18020,Columbus MSA,Finance,17-3011,Architectural and Civil Drafters,0.0
2020,00,18020,Columbus MSA,Finance,17-3012,Electrical and Electronics Drafters,0.0
2020,00,18020,Columbus MSA,Finance,17-3013,Mechanical Drafters,0.0
2020,00,18020,Columbus MSA,Finance,17-3019,"Drafters, All Other",0.0
2020,00,18020,Columbus MSA,Finance,17-3021,Aerospace Engineering and Operations Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3022,Civil Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3023,Electrical and Electronic Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3025,Environmental Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3026,Industrial Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3027,Mechanical Engineering Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3028,Calibration Technologists and Technicians,0.0
2020,00,18020,Columbus MSA,Finance,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0.0
2020,00,18020,Columbus MSA,Finance,17-3031,Surveying and Mapping Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-1011,Animal Scientists,0.0
2020,00,18020,Columbus MSA,Finance,19-1012,Food Scientists and Technologists,0.0
2020,00,18020,Columbus MSA,Finance,19-1013,Soil and Plant Scientists,0.0
2020,00,18020,Columbus MSA,Finance,19-1021,Biochemists and Biophysicists,0.0
2020,00,18020,Columbus MSA,Finance,19-1022,Microbiologists,0.0
2020,00,18020,Columbus MSA,Finance,19-1023,Zoologists and Wildlife Biologists,0.0
2020,00,18020,Columbus MSA,Finance,19-1029,"Biological Scientists, All Other",0.0
2020,00,18020,Columbus MSA,Finance,19-1031,Conservation Scientists,0.0
2020,00,18020,Columbus MSA,Finance,19-1032,Foresters,0.0
2020,00,18020,Columbus MSA,Finance,19-1041,Epidemiologists,0.0
2020,00,18020,Columbus MSA,Finance,19-1042,"Medical Scientists, Except Epidemiologists",0.0
2020,00,18020,Columbus MSA,Finance,19-1099,"Life Scientists, All Other",0.0
2020,00,18020,Columbus MSA,Finance,19-2011,Astronomers,0.0
2020,00,18020,Columbus MSA,Finance,19-2012,Physicists,0.0
2020,00,18020,Columbus MSA,Finance,19-2021,Atmospheric and Space Scientists,0.0
2020,00,18020,Columbus MSA,Finance,19-2031,Chemists,0.0
2020,00,18020,Columbus MSA,Finance,19-2032,Materials Scientists,0.0
2020,00,18020,Columbus MSA,Finance,19-2041,"Environmental Scientists and Specialists, Including Health",0.0
2020,00,18020,Columbus MSA,Finance,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.0
2020,00,18020,Columbus MSA,Finance,19-2043,Hydrologists,0.0
2020,00,18020,Columbus MSA,Finance,19-2099,"Physical Scientists, All Other",0.0
2020,00,18020,Columbus MSA,Finance,19-4012,Agricultural Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4013,Food Science Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4021,Biological Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4031,Chemical Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4042,"Environmental Science and Protection Technicians, Including Health",0.0
2020,00,18020,Columbus MSA,Finance,19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0
2020,00,18020,Columbus MSA,Finance,19-4044,Hydrologic Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4051,Nuclear Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4071,Forest and Conservation Technicians,0.0
2020,00,18020,Columbus MSA,Finance,19-4092,Forensic Science Technicians,0.0
